"post"|"label"|"label_100k"|"label_600k"|"label_50k_best"
"495"|"@Lakuky #39 Cerrar No hay dinero para universidades pero si para paguitas a los menas. PSOE normal, hay que ayudar a los refugiados,vulnerables,los que huyen de la guerra ,los niños ,todo eso antes que ir a vaguear a una universidad"|1|1|1|"1"
"496"|"Feijoo, eres un bostezo."|0|1|1|"1"
"497"|"@moreno1984 #249 Cerrar cabe recordar que el que ahora es novio de Ayuso cuando cometió el delito no era su pareja. Lo digo por si a alguno se le ocurre compararla con la esposa del presidente del Gobierno, Begoña Gómez. no encontró mejor novio que un defraudador, nuestra presidenta, esa que queréis que sea presidenta de España."|0|1|1|"1"
"498"|"Un juez que pasa absolutamente de las pruebas que acreditan que el FG no filtró y que acusa sin prueba alguna de que se dio instrucciones desde Moncloa merece la inhabilitación inmediata."|0|1|1|"1"
"499"|"@_Placebo72 #358 Cerrar @ WILLY_NILLY # 356 Raro es pero, de momento, eso no demuestra nada, Sr WILLY_NILLY. Si fuera por eso mismo, se hubieran llevado por delante al PP por la destrucción a martillazos de los ordenadores de Bárcenas, no cree? Definir como raro una clara manipulación de pruebas, ya le está delatando...Y por supuesto, que la destrucción de ordenadores debió llevarse mucho ANTES al PP...Tardaron, pero al final , CAYERON...Yo sólo espero que ahora, estará usted de acuerdo, que toda ésta montaña de sospechas razonables sobre el PSOE, tengan el mismo efecto que con el PP...Es lo que esperaría cualquier observador NEUTRAL , después de haber visto lo ocurrido con el PP...Pero en su caso, no se espera, al ser parte interesada...."|0|0|0|"1"
"500"|"Espero que la tipa dé con su cara de cemento en la cárcel (ella y su banda)"|0|1|1|"1"
"501"|"@ADELE_ #406 Cerrar @ Airborne # 400 No hombre, está claro que por tu forma de escribir eres de Vox. ¿Quieres bellotitas? Crujen. que enfermizo con VOX, pero mas lo enfermizo es como ejerces de mamporrero del PSOE"|1|1|1|"1"
"502"|"Una vergüenza utilizar dinero público para tener ese tipo de programas"|0|1|1|"1"
"503"|"Este puerco fue el precursor del estado actual de España"|1|0|0|"0"
"504"|"Notición. Paren las rotativas"|0|1|0|"1"
"505"|"Esa cara dice mucho."|0|1|1|"1"
"506"|"La selección cántabra de bolos juega contra la selección española desde debe de hacer décadas"|0|0|1|"0"
"507"|"Tranquilo Alvaro, siempre nos quedará Pumpido."|0|1|0|"1"
"508"|"@ZLuis #216 Cerrar Adele, se que a ti te da igual que te dejen con el culo al aire con todas las gilitonterías que dices. Lo sé, pero que sepas que lo sabemos. Tu rollo no cuela. Y si crees que por poner comentarios chungos por aquí vas a salvar al chulángano, es que eres mas corta de lo que muestras. Te espero en las urnas, que si es verdad lo que dicen que el Psoe arrasa, las sacarán cuanto antes. O no? Claro, hay que convocar elecciones cada semana, hasta que salga lo que quieras tú. Las elecciones de 2023 no cuentan, hacía musha caló."|0|1|0|"1"
"509"|"Falta comprensión lectora"|0|1|1|"1"
"510"|"@Riskas #4 Cerrar Si la PSOE pretende sacudirse el caso Leire con esta infame comparecencia, pactada en Ferraz ayer a saber a cambio de qué, lo lleva claro. Absolutamente vergonzoso. pues habrá gente que se trague el relato sin pensar. No lo dudes. La tía es buena hablando, hay que reconocerselo. El tema mártir lo borda. El relato no resiste una segunda pensada, pero muchas gente no se molesta"|0|1|0|"1"
"511"|"Es evidente que el Fiscal actuó en connivencia con Presidencia de Gobierno. La prueba es que ebseguida salieron TODOS de ahí. Empezando por Oscar López que lo pusieron de ministro, su Jefa d e Gabinete ( la que presionó a Lobato) , ahora Jefa de Paradores, el Secretario de Estado de Comunicación de Moncloa que dimitió porque dijo que necesitaba un descanso...Fue espectacular todo esto para todos los que entendíamos bastante bien lo que estaba pasando."|0|1|0|"1"
"512"|"@Rakataplan #549 Cerrar Es posible que haya que demoler las últimas rémoras del franquismo por amenaza de derrumbe, por ejemplo el TS, carcomido hasta el tuétano. Por supuesto, derrumbemos el actual TS y creemos el nuevo TS : Tribunal Sanchista..."|0|1|1|"1"
"513"|"@MenosLamentoyMasAccion #246 Cerrar @ Madison # 225 seguramente la hubo, que lo hiciera el fiscal general es otra cosa muy diferente, las declaraciones y pruebas presentadas hoy , dicen que se ya habían filtrado los datos antes de que el fiscal supuestamente mandara el mail. Por lo tanto, el pacto era de dominio público y no hay revelación de secretos. Los periodistas tenían la información previamente al famoso mail. Lo entiendes o hay explicarte más despacio? Yo puedo decir que sé de la existencia de un video tuyo vestido de peluche y siendo sodomizado por diez africanos, puedo haber visto el video de marras. Pero tener conocimiento de algo y hacer público ese conocimiento no es delito, el delito estaría en difundir ese video . ¿Entiendes?"|0|0|0|"0"
"514"|"Otro fracaso de manifestación. La última se la pegaron. Pero a Núñez no le importa. Son los últimos cartuchos que tiene a ver si Sánchez, por voluntad propia, abandona Moncloa. Si Sanchez termina la legislatura como se prevé, Núñez termina su vida politica."|0|1|0|"1"
"515"|"Ya sabemos que pais será el siguiente en ser invadido por no invertir en su defensa."|0|0|1|"1"
"516"|"@alfalfa60 #64 Cerrar Si gobernara Feijoó se comprometería a llegar al 10% con tal de arrastrarse más ante la UE. Bien por Sánchez. Pues para pedir el catalán bien que se arrastra..."|0|1|0|"1"
"517"|"@QuieroLibertadNoUnP_toAmo #645 Cerrar En 2011 el ministro de Energia del Reino Unido tuvo que dimitir por mentir sobre una multa de tráfico de años anteriores....en cambio aquí ya vamos a la cola en cuanto a control de la corrupción, por detrás de Botsuana y Ruanda según Transparencia Internacional. Es delirante. A ver. A mi lo de dimitir por una multa me parece excesivo pero lo de esta gente es clamoroso. Sobre todo porque yo estoy segurísima que tanto GO como la de REE quisieron dimitir y no les dejaron."|0|1|0|"1"
"518"|"@retama18 #402 Cerrar @ _Placebo72 # 345 esos 120.000 € es lo que no se ha declarado o lo que debe abonarse al fisco ? Son cosas distintas Debía abonar 350.000 euros entre 2 ejercicios fiscales y, exactamente, abonó 7000 euros. Llegó a desgravarse hasta el hilo dental."|0|0|0|"0"
"519"|"@Juanfelipe #72 Cerrar Cuando la UCO informó por 2 veces al juez Peinado de que en lo de la mujer de Sánchez no había nada delictivo, el PP se metió con la UCO y cientos de comentarios en este foro de seguidores de la derecha decían aquello de de quién depende la UCO, pues eso. Ahora al revés, jajaja. Tremendo Me alegra que apoyes el trabajo de la UCO."|0|1|0|"1"
"520"|"No tiene ninguna trascendencia que algún demente quiere darle.Es un novio de un político,además,ella no tiene nada que ver con las acusaciones,si hay algo,los jueces se harán su trabajo.Y si a AYUSO se le ocurre ,,romper,, con el,(por una temporada digamos ya no habrá más noticias.Yo,así lo haría.Y todos los rojos se subían por las paredes.."|0|1|1|"1"
"521"|"Lo peor de todo es que tenemos al mayor corrupto de la democracia, sí, ése, el súbdito de Puigdemont. Esto desprende un hedor insoportable. Estaremos a la espera de la publicación del libro de la fontanera socialista jajaja. Y a la espera de más putrefactos acontecimientos."|1|1|1|"1"
"522"|"@DrLopez #22 Cerrar Estoy seguro que más de un vasco y más de una vasca ha tenido un orgamo con este tema. Ni en sus sueños más húmedos hubieran imaginado que esto llegaría a producirse. Qué pena y qué rabia de no poder hacer nada para quitar a estos impresentables y miserables del gobierno de este país.Quien pueda hacer,que haga...pero ya!! o no habrá país."|1|1|1|"1"
"523"|"@ADELE_ #152 Cerrar @ Verillas # 133 Pues adelante. Si el emérito y el novio de Ayuso defraudan a Hacienda, usted también. No hay mejor forma de mostrar amor por España. Otro día la anciana encerrada y solitaria con sus raca,raca,raca hablando de todo menos de la noticia ,que ya sabemos todo tu repertorio anciana ,que aburres a las ovejas con tus continuas provocaciones ,que te crees la graciosa de los foros y solo te ríes tu sola ¿no te hace compañía nadie en la residencia? pues búscate un perrito o un loro"|0|1|0|"1"
"524"|"Felipe Gonzalez, comparado con la tropa actual, parece un estadista.. Resulta hasta interesante lo que dice."|0|1|0|"1"
"525"|"@javil #184 Cerrar  La selección de pelota de Euskadi celebra que se enfrentará a España por primera vez el 4 de junio gracias a Sánchez FALSO. Lo que se celebra es competir internacionalmente. Espero ir a ver algunos partidos y si me coincide ver el enfrentamiento entre Euskadi y España, preferiré que gane Euskadi, pero aplaudiré los tantos bonitos de cualquier equipo, como siempre he hecho en pelota pues estarás ante una patochada, enhorabuena."|0|0|0|"1"
"526"|"Esto lo arregla el Tribunal Constitucional, como decía Zapatero."|0|1|1|"1"
"527"|"@Marijose #88 Cerrar Va a dimitir ya o hay que sacarlo a gorrazos? A Mazón? Ese no suelta el cargo ni con agua hirviendo."|0|1|1|"1"
"528"|"@PAUS #56 Cerrar @ seiya1977 # 39 Pues yo lo dudo. Nadie va a dar la cara por estos sin vergüenzas. Salir a la calle a defender a Sánchez y su panda de mafiosos es jugarte una colleja. Todos los que reciben paguitas o tienen algo que tapar. El cambio de régimen les puede incomodar y créeme que son muchos."|0|1|1|"1"
"529"|"No te canses....... lo han pillado"|0|1|0|"1"
"530"|"@PAUS #224 Cerrar @ ADELE_ # 219 Claro claro por eso están en la cárcel. La corrupción del psoe la han sacado los propios miembros del psoe o empresarios corruptos que no se quieren comer el marrón ellos sólos. Al final. Siempre sale a flote así. A ver si no porque no cesan a la fontanera pocera. Bueno, Casado también intentó sacar la corrupción del PP y mira cómo acabó. El PP, ese partido tan plural."|0|1|1|"1"
"531"|"Y no solo serás juzgado, sino que también serás condenado. Pa'lante que vas, campeón."|0|0|0|"1"
"532"|"Pedro Sánchez y quieres poner trabas a las universidades privadas ?. Peor no lo puedes hacer, dedícate al baloncesto que es lo tuyo y así toca pelota"|0|1|0|"1"
"533"|"@Engorros #19 Cerrar El desabastecimiento también es humano: Reino Unido busca 2 millones de trabajadores... Los visados exprés después del Brexit agravan la explotación laboral en el Reino Unido... Reino Unido ha perdido más de 400.000 trabajadores de la UE por el Brexit... EEUU se enfrenta a una crisis inédita en el empleo con la deportación masiva de inmigrantes: la agricultura ya está dando la voz de alarma... La política antiinmigración espanta a profesionales necesarios en el mercado laboral de Estados Unido... Los empresarios de EE.UU. que piden a Trump que suavice su dura política migratoria... El gobernador de Florida propone que los niños de 14 años puedan trabajar ante la falta de mano de obra inmigrante: «¿Qué hay de malo?» Lee los comentarios 17 y 18"|0|0|0|"0"
"534"|"@19101469 #3 Cerrar España tiene un grave problema territorial y con los Partidos Separatistas y en buena parte de debe a lo muy mal que se redactó la Constitución de 1978.Se hizo una Carta Magna entera para satisfacer y contentar a los enemigos de España, es decir a los partidos Separatistas y Nacionalistas. Esto no lo ha hecho ningún otro país del mundo. Se les dio todo lo que pedían. Diferenciar entre Nacionalidades y Regiones. No llamar Español al idioma de España. Se les dio las lenguas cooficiales. No se puso letra al himno de España pero luego los separatistas sí se la pusieron a sus Regiones. Se les dio todo un Estado de las Autonomías con casi todas las competencias. Se recuperaron los privilegios forales para el País Vasco y Navarra. Y por eso ahora somos un Estado Fallido donde un prófugo de la Justicia que quiere destruir España decide los designios de todos los españoles. O un Partido como Bildu, heredero de una banda terrorista, tiene en su mano la gobernabilidad de España. Toca redefiniendo este pais. España que sea lo que quieran los españoles, y si alguien se quiere separar que se vaya."|0|1|0|"1"
"535"|"@N0RL #33 Cerrar @ pidoturno # 24 antes de pasar por la fiscalía, vuelve a la escuela. vuelve tú @Utopilitologo #32 Cerrar Todos los medios, todos desmienten este BULO. mentira, los miembros de opinión sincronizada, Cuca, no mientas ¿Ya leíste Theo va a la escuela? Venga, si tiene dibus chuliguais."|0|1|1|"1"
"536"|"QUE VAYA RAJOY Y AZNAR ? PUES FALTA EL NARCO AMIGO DE FEIJOO"|0|0|0|"0"
"537"|"@Engorros #19 Cerrar El desabastecimiento también es humano: Reino Unido busca 2 millones de trabajadores... Los visados exprés después del Brexit agravan la explotación laboral en el Reino Unido... Reino Unido ha perdido más de 400.000 trabajadores de la UE por el Brexit... EEUU se enfrenta a una crisis inédita en el empleo con la deportación masiva de inmigrantes: la agricultura ya está dando la voz de alarma... La política antiinmigración espanta a profesionales necesarios en el mercado laboral de Estados Unido... Los empresarios de EE.UU. que piden a Trump que suavice su dura política migratoria... El gobernador de Florida propone que los niños de 14 años puedan trabajar ante la falta de mano de obra inmigrante: «¿Qué hay de malo?» aReino Ubido es un desastre, miles y miles de africanos que no trabajan y viven de ayudas, Londres es un mar de burkas. Me imagino que no has ido en tu vida."|0|0|0|"0"
"538"|"Los palmeros zurdos de este chat son de risa¿ vienen con el ¿y tú más¿ para no aceptar el bochorno que les debería producir votar según qué partidos¿. Menos mal que les queda nada y menos para volverse a la cueva de la miseria moral"|1|1|1|"1"
"539"|"@Stopfascismo #8 Cerrar Si Aznar con la mayoría de sus ministros condenados. Jajajajajja. Y M. Rajoy q se lleve a Luis hacemos lo q podemos se fuerte. Esto es una broma. Jajajajjajaja Entonces si la solución no es un cambio en el gobierno,qué se puede hacer?? seguimos para bingo hasta que no quede país?? Sufre usted las condiciones que nos imponen los sociatas del gobierno y sus socios independentista,comunistas y pro-etarras?? Es mejor seguir así hasta la desaparición??"|0|1|0|"1"
"540"|"Queremos saber cuánto nos cuesta a los contribuyentes esta patochada. Si Aznar, el asesino de atocha, quiere show, que lo pague él."|0|1|0|"1"
"541"|"@Madison #40 Cerrar @ NetanYahoooo # 33 piel fina? Si le parece poca cosa que se eleve a nación al equipo de una omunudad autónoma es su problema. Algunis tragáis con todo. Una cosa es tragar y otra que me importe un bledo, os buscan y os os encuentran, si no ¿Por qué le dan bombo en este diario? Pues eso como si en el Gara ponen una noticia diciendo que le han comprado traje nuevo a la cabra de la legión. Ya sabemos que buscan, provocación y caéis como moscas."|0|1|0|"1"
"542"|"Las universidades son competencia autonomica. Las universidades públicas, todas, están infradotadas. Y allá donde gobierna el PP, se facilitan chiringuitos de amigos que hacen de universidad privada a precios abusivos. Por lo demás, sobran titulados y faltan oficios porque tampoco hay plazas de FP. ."|0|0|0|"1"
"543"|"Qué atractivo tiene esta señora y qué pinta tiene de haber trabajado duro. Su único trabajo habrá requerido unas buenas rodilleras."|1|1|1|"1"
"544"|"@ADELE_ #440 Cerrar Disculpen a @ El_futuro_ya_paso # 411, pronto morirá y está delirando. la pastilla, abuela, último aviso. @mercurio1 #439 Cerrar @ Fakejo # 418 así es,un panfleto de la derecha no, mejor la secta, lo país, el mal llamado el plural, el diario, la ser... Vamos, todo el equipo de opinión sincronizada. Que vosotros habléis de panfleto tiene narices."|0|1|1|"1"
"545"|"@Kheops #24 Cerrar Bueeenooooo! Los foreros mamporreros a sueldo del PSOEz y sus granjas de bots ya han invadido esta noticia. Ahora, les cuesta su trabajo y su dinero, tienen que estar aquí adrede todos los días intoxicando y manipulando las valoraciones, éso es un recurso humano que les cuesta una pasta, lo que pasa es que en Ferraz si de algo van sobrados es de dinero, los millones que nos roban ni se sabe. Pero vamos, que el tiempo que están aquí pico y pala no lo usan para otras maldades. Y total, que no sé qué creen que consiguen, ¿convencernos a los lectores de este medio para que votemos al PSOE?, jajajaja. Si lo único que consiguen es que odiemos más a Sánchez."|1|1|1|"1"
"546"|"Esto es un verdadero golpe de Estado.Si en un ataque frontal a la Democracia la derecha es incapaz de unirse y todas y cada una de las asociaciones democráticasñ etc Estamos perdidos."|1|1|1|"1"
"547"|"La misma noticia en otro medio: Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 36 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto"|0|0|0|"0"
"548"|"Las apuestas están mil a uno por Euskadi"|0|1|0|"1"
"549"|"@MenosLamentoyMasAccion #315 Cerrar @ Pedro_Balboa # 307 sumido en la miseria estás tú. Los datos económicos de España son abrumadoramente positivos, aunque te pese patriota de hojalata, gracias a la gestión de Pedro Sánchez. España va bien . Va mejor que nunca y los fachistas no lo pueden soportar"|0|1|1|"1"
"550"|"De los cientos de expedientes que abre Hacienda por fraude fiscal cada año, casualmente solo se ha filtrado a los medios el de la pareja actual de Isabel Diaz Ayuso. Los demás defraudadores no importan. Marichús no ha salido en televisión a señalar a ninguno, el fiscal general haciendo de fontanero para Sánchez, solo tiene ojitos para Amador. Y mientras, los palmeros sanchistas, aplaudiendo la corrupción de la rosa nostra. Hipócritas."|0|1|1|"1"
"551"|"@Stopfascismo #104 Cerrar Q hable de Mafia y corrupción el PPartido de los sobresueldos en B, de la sede pagada en B, de Rato, Cascos, Zaplana, Matas, Mato, Soria, Correa, el Bigotes, el Albondiguilla, Costa,Camps, Fabra, González, Granados, Cifuentes, el partido del yak 42 del 11M del Prestigue, de Bárcenas, de la Policía patriótica, de Fernández Díaz, de los paseos con narcos en yate, de Ayuso, de Mazon es como un chiste malo sin gracia ¿Tu gobierno corrupto lo das por bueno?"|0|1|1|"1"
"552"|"@JFLK #64 Cerrar @ Un_Pallares_Cualquiera # 49 ...Yolanda Díaz y Sumar, esos récords de creación de empleo, subidas del smi, mejorar condiciones laborales...Aparte de controlar a esos grandes patrocinadores de las ultraderechas prorusas que llevan siglos expoliando esos países, donde colocan a los más corruptos gobernantes. Para seguir expoliando a gusto y garantizar esas migraciones masivas que tanto ayudan a las ultraderechas, sin las que no serían nada... Las migraciones masivas las puso en marcha la ultraizquierda, Vease el dictador Sánchez, Macron, Starmer. simplemente para conseguir el voto cautivo. Claro que en España no saben ni leer ni escribir. Disfrute lo votado"|0|1|1|"1"
"553"|"Eso es lo correcto en un estado de derecho. Si el Sr Amador ha cometido un delito tendrá q ser juzgado. Igual q tiene q ser procesado el fiscal general del estado. Aqui la a Sra Ayuso lo unico q se le puede decir es q vaya suerte q se enamorase de una persona q presuntamente ha cometido un delito. En el caso de la mujer del presidente, sele añade a los presuntos delitos la participacion de otras personas aprovechando sus posiciones en las instituciones, entre ellas la de la presidencia del gobierno con su marido a la cabeza. Eticamente imñresentable"|0|1|0|"1"
"554"|"Entonces van a asistir a la manida M punto Rajoy, el de los sobresueldos que creó la policía patriótica, el amigo del narco y el de las armas de destrucción masiva cuyos ministros acabaron todos imputados. Y la convocan desde una sede pagada en negro. Olé la decencia. Olé la mafia"|0|1|1|"1"
"555"|"De ello le va el finiquito bien abultado y la posibilidad de ser enchufada,en alguna de las empresas mas punteras del pais, que estan buscando talentos."|0|1|1|"1"
"556"|"@228dead #189 Cerrar he oído esa conversación privada filtrada por la uco en la que se interpreta que el tal Balas, un jefe de la guardia civil, traficaba con coca según uno de esos empresarios, el que estaba en Dubai, vaya vaya, que sorpresa, el gato cayó en la trampa Tu lo flipas. Todos con la Guardia Civil y con la UCO."|0|1|0|"1"
"557"|"Los videos eran de denuncia por parte del Gobierno a Fiscalía a la hora de publicarse ... no se ha hecho NADA. Esta claro quien está detrás de todo esto."|0|1|0|"1"
"558"|"@ADELE_ #276 Cerrar @ Nordkapp71 # 248 Los rojos ya no te dejan ni robar 350000 euros! Esto parece Venezuela, o Tordesillas, yo ya no sé. ¡A ver, Fresito, que ya viene tu orgullo, no te amontones!"|0|1|0|"1"
"559"|"@Vegv #92 Cerrar Después de 10 años necesitan mas tiempo para investigar. Que los echen de la carrera judicial por inútiles. Es de risa. El tío lleva asuntos de hace más de diez años y se queja de que los plazos socialistas bloquean las investigaciones ¡Jesús, qué tropa!"|0|0|0|"1"
"560"|"@ROQUEDETIERRA #631 Cerrar PSOE: Tranquilo Álvaro, ya Cándido está al tanto de todo. Él arreglará ésto que para eso lo tenemos.. Usted cree? Piensa que Marchena, LLarena , Hurtado y demás amiguitos del PP permitirán tal desenlace? Que poco conoce usted al Clan de los Genoveses y sus apéndices judiciales, la verdad."|0|1|0|"1"
"561"|"Los periodistas de El País consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto."|0|0|0|"0"
"562"|"@Mi_yo #64 Cerrar Sinceramente, esperaría que los seleccionados españoles se negaran a jugar con Las Vascongadas, no queda otra. Es todo absurdo y ridículo. No es ridículo realmente, es alta traición de todos y cada uno de los votantes de izquierdas, y debe tratarse con la máxima seriedad. ¡Viva España cabronas!"|1|1|0|"1"
"563"|"El desabastecimiento también es humano: Reino Unido busca 2 millones de trabajadores... Los visados exprés después del Brexit agravan la explotación laboral en el Reino Unido... Reino Unido ha perdido más de 400.000 trabajadores de la UE por el Brexit... EEUU se enfrenta a una crisis inédita en el empleo con la deportación masiva de inmigrantes: la agricultura ya está dando la voz de alarma... La política antiinmigración espanta a profesionales necesarios en el mercado laboral de Estados Unido... Los empresarios de EE.UU. que piden a Trump que suavice su dura política migratoria... El gobernador de Florida propone que los niños de 14 años puedan trabajar ante la falta de mano de obra inmigrante: «¿Qué hay de malo?»"|0|0|0|"0"
"564"|"Los deportistas españoles deberían de tener honor y no jugar."|0|1|0|"1"
"565"|"@Tomasone #16 Cerrar A ver rogelios, si vosotros sois unos pobres diablos que no tenéis acciones. Me puedo reír yo, que si las tengo. Tú eres un pobre diablo que se cree todavía que un rogelio es pobre y desinformado, sigue así no pares"|1|1|1|"1"
"566"|"Ah si, se me olvidadaba. Dado que parece tan tan tan interesante el tema del libro, estaré expectante a la publicación del mismo para su lectura. ¿Ya se lo habrán escrito en tiempo record, verdad?"|0|0|0|"1"
"567"|"La selección española debería renunciar a jugar ese partido, espero que así sea."|0|1|0|"1"
"568"|"Feijóo cree que la manifestación le va a hacer presidente de España. Está muy equivocado, eso solo sirve para achicharrarse a pleno sol. A Sánchez hay que echarle a patadas, pero en las urnas. Y él, lamentablemente, mientras siga como jefecillo de la oposición, no lo va a conseguir."|0|1|0|"1"
"569"|"De la 1 Aquí la tierra y nada más."|0|1|1|"1"
"570"|".Con este gobierno Sanchista los únicos que están ganando son sus amigos ricos y los bancos, los trabajadores al contrario, cada día tenemos un poder adquisitivo mas bajos y sueldos peores que hace 15 años"|0|1|1|"1"
"571"|"Se sabe que la educación es el pasaporte para luchar contra el tirano y que la universidad es el pasaporte para levantar un país de la miseria. ¿Dónde va ese dinero que asfixia a los españoles que no pertenecen a las comunidades catalanas, vascas y gallegas? Sánchez tiene que responder delante de los tribunales YA! NO ES APTO PARA SER EL CAPITAN DE UN BARCO QUE SE LLAMA ESPAÑA"|0|0|1|"1"
"572"|"Cada día se ve más que el Papa, la Iglesia, el Mundo, el País, la Ser, la Cope, el Confidencial y todos los medios periodísticos españoles, europeos e incluso americanos, se han vendido al mejor postor, léase agenda 2030 y los corruptos que la han inventado. No podemos circular con nuestros coches diésel, pero ellos sí con los coches eléctricos que les pagamos todos. Los pedos de las vacas contaminan, pero su corrupción no. La política verdadera es inexistente y los ciudadanos estamos dormidos. No os dejéis engañar, todos los partidos políticos son iguales. Pero no perdonéis la corrupción, es lo que al final, más nos afecta a todos."|0|1|0|"1"
"573"|"Pero de verdad , quien quiere ver a Belen Esteban , Matamoros , patiño y el resto , si estamos ya cansados de verlos , siempre es mas de lo mismo , aburren, y recordad que muchos de sus seguidores , se marcharon al país de las Adas en la pandemia , ahora hay otra generación que esta aburrida de ver siempre a los mismo cuando se enciende la televisión, y otro que se me olvidaba , porque ya lo tengo olvidado , Jorge Javier Vazquez , mas de lo mismo y de lo que ya estamos cansados."|0|1|1|"1"
"574"|"El Retiro cierra a partir de las 18.00 por rachas de viento y altas temperaturas el día de la inauguración de la Feria del Libro Según el último boletín extraordinario de la Aemet para la capital, se esperan rachas que alcanzarán máximos de 55 km por hora. Bueno, menos mal que en Madrid hacen caso a la AEMET. No como Mazón, que pasó mogollón."|0|0|0|"0"
"575"|"Aunque pongáis 9 noticias antes que esta, no podréis ocultarlo."|0|1|1|"1"
"576"|"@Utopilitologo #21 Cerrar @ river # 17 El Pacto entre partidos democráticos, es tan viejo como la democracia. Encuentra una papelera y tira allí tu .... El pacto entre partidos con ideología muy contraria, en las antípodas, solo se ha dado en España con Sánchez ¿Sabes otro caso? Pues ponlo."|0|0|0|"1"
"577"|"Los jueces cumplen la ley diciendo que hay que saltarse la ley ,y si la intentas cumplir te van a condenar por no incumplirla ,porque venir ilegalmente ,quedarse,delinquir,robar,matar,cambiar la forma de vida de los europeos e instaurarnos un califato con nuestro dinero según los jueces es legal y es un derecho ,que en sus países nos sacaban a palos"|1|1|1|"1"
"578"|"@Lorne1 #199 Cerrar Todos los que piden la dimisión de Sánchez (con razón) también pedirá la de Ayuso....hay que ser coherentes. A CALLAR!! LA PRESIDENTA,NO SE TOCA, COMUNISTAS!!"|1|1|1|"1"
"579"|"@Babia #347 Cerrar Ayuso, calienta que sales. Ese señor es un particular, no un político. No tenéis nada contra Ayuso, ni lo váis a tener."|0|1|1|"1"
"580"|"@ADELE_ #157 Cerrar @ Zark_7 # 141 Pues hace muy bien. La Iglesia abusa de nuestros niños de manera magnífica. No tanto como los socialistas, los de Junts y los de Compromís de Valencia, Cataluña y Baleares..."|0|1|1|"1"
"581"|"@ADELE_ #353 Cerrar @ estoestaplagadoderojos # 345 Denúnciese lleva tilde. Y en todo caso sería Denúncielo. Vox, ¿verdad? La muleta verde de Pedro cada vez tapa menos...eso tampoco te gusta eh?"|0|1|0|"0"
"582"|"Mucho ha tardado en aparecer la querella contra el novio de Ayuso. Parece ser que los hechos se remontan a años anteriores a la formalización de la pareja y que el encausado procedió posteriormente a regularizar sus deudas con hacienda. En cualquier caso, bienvenida sea su investigación. Y que la presidenta Ayuso espabile, con lo grande que es el mundo tuvo que elegir a este señor. Que el amor sea ciego no soslaya el compromiso político como no lo hace en el caso de Sánchez y su mujer, si bien este tiene el agravante de que se malversó dinero público en varios conceptos."|0|0|0|"1"
"583"|"@Segistobre #278 Cerrar Juan Vicente Bonilla, que fue jefe de Fuentes de la UCO y que ahora ocupa un cargo en el Gobierno de Isabel Díaz Ayuso, ha sido acusado de ocultar ¿información crítica¿ en los sucesivos procedimientos que lograban incoar desde la Guardia Civil para beneficiar al Partido Popular. En una denuncia que fue presentada en el Juzgado Central de Instrucción número 5, a cargo del juez Santiago Pedraz, se señala que también hay una serie de guardias civiles que junto con Bonilla estarían obteniendo información directamente de las bases de datos de la Guardia Civil, asesorando en técnicas de contravigilancia e investigaciones para beneficiar al PP. es doloroso ver como está el gobierno, verdad?, lo peor es que esto no ha terminado y van a seguir saliendo cosas hasta que se vaya. A alguien muy gordo le ha hecho algo. Debería de irse, para qte prolongar la agonía"|0|1|0|"1"
"584"|"Ya somos una sucursal VENEZOLANA. Gracias Felonipe por tus servicios a España."|0|1|0|"1"
