"";"post";"label"
"195656";"Dicen que van avisando, van de ruta por Vigo para ver los ""fachas"" que hay,,, esa es la clave, reventarlo de banderas y q se jodan";0
"195657";"Este activista es ""podemita""? Bueno...será que yo soy de Podemos. Triste reírse de la muerte así y triste lo usa de forma partidista";0
"195658";"LLORO LA PUTA MADRE,SE LO RE MERECÍA MICA";0
"195659";"Pensamiento independentista: España es una dictadura, voy a decir que la…";0
"195660";"Mucho imbécil suelto por el mundo.";0
"195661";"Grande-Marlaska acusa al Gobierno de Rajoy de la crisis migratoria en España via El Tribunal de Estrasburgo consideró que España había vulnerado el Convenio Europeo de Derechos Humanos al devolver a Marruecos a dos inmigrantes subsaharianos...";0
"195662";"La B y la T de LGBT no son de Buñuelo y Tortilla podéis dejar de pensar que soy gay cada vez que veis la bandera en mi muñeca";0
"195663";"Nekro tiene acusaciones públicas por acoso de menores, violación, y por ejercer violencia contra sus par…";0
"195664";"Mientras siga enseñando el culo esa perra que haga lo que se le dé la gana";1
"195665";"CÁLLATE LESBIANA HIJA DE PUTA QUE ESTÁ AHÍ TÚ HIJO BORT";1
"195666";"Veo el tweet y digo ""mira un subnormal"" pero veo los reply y no, son unos cuantos más.";1
"195667";"Los hombres buscan vídeos de violaciones en grupo y de una actriz que se ha suicidado por acoso pero para Pablo est…";0
"195668";"Callate la geta estúpida cucaracha perra mutante C:";1
"195669";"el documental «La gimnasta y el dictador». Imperdible. Te dejo el enlace: :)";0
"195670";"Güera de mi ❤️ Hoy es el cumple de Le puedes regalar una felicitación 😍 la harías muy feliz😍";0
"195671";"Muy facha y muy HIJO DE PUTA.";1
"195672";"Lo vas a amar. Encima el cast es maravilloso, son muy activistas en la gay agenda y activos en las redes ❤";0
"195673";"La única que se merecía el tatuaje era mi perra, le debo tanto💕 es lo más fiel que me pudo haber regalado la vida.. Vales la pena, vales la vida Muñe💕";0
"195674";"Tu eres mi perra";1
"195675";"Son una cuerda de maricones !! 🤣🤣🤣🤣🤣🤣🤣🤣 LADRONISMO, ROBOLUCION, TRAFICO DE DROGAS Y PURO MARICO";1
"195676";"QUE RACISTA, MISÓGINA, HOMÓFOBA, FASCISTA, EXTREMISTA Y SARISTA ERES! AL PAREDÓN!!!!!";1
"195677";"Hola, si tu eres de esos vendedores de comida que tiran el agua con jabón y/o aceite a la calle, ¡CHINGAS A TU PUTA…";0
"195678";"El biribiri de las estupidas adolescentes manipuladas por la aburre a la sociedad y enoja a los abusadores.";1
"195679";"El gorrilla (aparcachoches) que es de toda la vida los multan y ahora viene un gorrilla subsahariano y no pasa nada";1
"195680";"HAS RECORTADO A GODÍN, HIJO DE PUTA, NO TE MERECES VIVIR";0
"195681";"DEJUS CENTER apoya a los inmigrantes a través de talleres educativos y asesoramiento en Brentwood y Hempstead";0
"195682";"Eres un hacha. Llamas retrasado a alguien sin conocerle y xq es de un equipo mil veces mejor que el tuyo y luego dices q no eres Patético?";0
"195683";"""Marlaska ha nombrado jefe de la UCO a quien hasta ahora estaba al frente de los GRS, el grupo de la que atendía las """"avalanchas"""" de inmigrantes en la valla de Ceuta vía """;0
"195684";"Si por favor....👁️👁️";0
"195685";"eres medio subnormal lobo Carrasco. Pero sin el medio. Vete a dar por el culo al amorfo lelo missing";1
"195686";"Las migraciones no deben coordinarse, deben RECHAZARSE. Europa no necesita inmigración, necesita que todos los inmigrantes, sus hijos y nietos nacidos aquí, se LARGUEN. No son bienvenidos.";1
"195687";"Ezequiela se casó de negro y con peineta. Pero no sabe exactamente hace cuántos años: ""Solo sé que son muchos"". …";0
"195688";"Insultar no procede.Sabes bien, ,q este tipo d conductas no son propias de la afición del Disculpa!";0
"195689";"La puta madre. “me dejaste callada, perdida enamorada, por eso quiero más quiero más quiero maaaaas...tu mirada ay ay ayyy tan solo en un segundo...” soy fan de este tema JAJAJAJAJ";0
"195690";"No hay q olvidar q su madre es una ultraderechista q huyó d Cuba";0
"195691";"No ? Franco q era un dictador hizo viviendas gratis, pablo escobar hizo iglesias y casas para lo pobles antes de dedicarse a matar niños, porque los q gobiernan hace 40 años no lo hacen, es + son ellos los dueño y los bancos de esas casas, con el dinero del pueblo KRIS, tontita";0
"195692";"Comentario xenófobo? He dado opciones, idiota. Si no entiendo no ""aprendo o me aguanto"". Concursas en España,habla castellano";1
"195693";"puta pendeja zorra me cagas imbecil deja de putear pinche golfa";1
"195694";"¡Sorpresa! También hay fachas en Catalunya";0
"195695";"Soy subnormal y no sé como ponerle remedio";0
"195696";"No entiendo cómo los italianos son tan homófobos si están todos el día tragándose colas para ir a cualquier sitio y comiendo penes con curry";0
"195697";"CRETIN (stupid person) - cretino/imbécil/mamón/a . ""You (stupid) cretin!""– ¡Cretino!/¡Imbéci!l/¡Mammon!";0
"195698";"Si no te gusta, puedes cambiarlo. DESTINO SUDACA";1
"195699";"El mundo al revés: Ada Colau ordena a la Policía Local que proteja a los okupas vía";0
"195700";"Para ser político hay que ser mentiroso. Yo no podría porque se me nota demasiado cuando miento.";0
"195701";"roman tu eres la puta de vince :v";0
"195702";"Para un machunazi eres maricón si sales en defensa de los homosexuales. Si das la cara por una mujer eres un planchabragas. Y así.";0
"195703";"A ti sí que te voy a dar barra libre, MARICÓN.";1
"195704";"El director de la empresa Impsa, Francisco Rubén Valentifue detenido esta tarde. El hombre, con domicilio en Mendoza, había viajado hacia los Emiratos Árabes 48 hs antes de que el juez Bonadio, a cargo de la causa por los cuadernos de las coimas , ordenara su detención. La Nación";0
"195705";"Literal vivimos en un mundo donde si una chica es violada es 'por perra', 'por descuidada', siempre tiene la culpa la chica agredida, nunca el que agrede... sinceramente la gente que piensa así me da un puto asco.";0
"195706";"En ese listado deben estar de segundo los árabes y chinos que nos tienen jodidos. Vienen de sus países con una mano delante y una atrás y consiguen préstamos gigantescos para sus negocios y para maltratar al venezolano. Acá en margarita se ve mucho esa vaina";1
"195707";"no estaba bien el pobruco, pero a mi me hacía gracia lo tarado que estaba jajajajjaja";0
"195708";"Quizás que gobiernen por y para TODOS los catalanes y no solo para los independentista ¡¡Y si lo hacen dentro de la ley, ya seria la leche!!";0
"195709";"Si la portada de en blanco y negro◾◽ IMPACTA, a color 🎨 me va a MATAR... 😂💀 de lo INCREÍBLE que será 💛😱";0
"195710";"En varios países árabes imponen a mujeres occidentales a sus costumbres y castigos si no obedecen a estos. Y ahora a los cabrones les enoja que en los países occidentales se castigue con multas el uso de sus costumbres. Lo peor, es que manden a sus mujeres a protestar. HHdP.";1
"195711";"es que no lo eres, es decir, qué más da ser hetero, el problema está en ser retrasado xd";1
"195712";"Mi abuela tiene una perra que es rara, no se deja con ningún perro y se coge el balón de fútbol. Ustedes creen que es gay?";0
"195713";"Cardos, lampazos y abrojos, avena loca y cizaña, llenan la tierra maldita, tenaz a pico y a escarda.";0
"195714";"perdón pero yo soy millonario, sudaca pobre";1
"195715";"En las últimas 24h varias peleas callejeras en ceuta por parte de los últimos en saltar violentamente la valla. Y el gobierno pide respeto???";1
"195716";"Teresa Rodríguez: ""Me da el mismo asco Albiol utilizando la bandera andaluza que Duran i Lleida diciendo que los andaluces se gastan el PER en el bar""";0
"195717";"Por esa misma regla de tres, nadie sabe si tu eres un hijo de puta. Que tampoco será ningún insulto, no?";0
"195718";"""Os veo como una peli de Cine de Barrio"" porque sois unos cansinos que no entendéis que el rojo ES ROJO y el verde ES VERDE, en mi caso.";0
"195719";"Si disientes de lo políticamente correcto eres un nazi, y a los nazis se les puede pegar...";1
"195720";"Los gitanos rumanos, dispuestos a construirle a Trump un muro bueno, bonito y barato en la frontera de México.";0
"195721";"¿eres heterofobica o no?, no te entiendo amiguita. — La heterofobia no existe cariño";0
"195722";"creo que soy trans... transpirado por el calor la puta madre frío volvé perdón por no valorarte como te mereces";0
"195723";"igual el problema de pederastia lo tienes tú por sexualizar eso. Por cierto, se dice homofobo, aprende a escribir lo que eres";1
"195724";"Que te calles puto subnormal que no te quieren ni en tu puta casa que encima es una cienaga vete por ahí muerto de hambre";1
"195725";"Obvio tu eres mi mejor amiga por siempre y para siempre, zorra";1
"195726";"De ella me quedo el gusto por la música árabe ☺";0
"195727";"Primero pídeme permiso mamón";0
"195728";"Retweeted capi ( ): en éste país sólo tienen cabida los fascistas y sus libertades...";0
"195729";"A las victimas del franquismo k las jodan no????";0
"195730";"Lost en el Gabacho recomendado Gala Ropa By Karla Carrillo";0
"195731";"así que las fronteras serán solo para los charnegos.";0
"195732";"""Ya que el """"residente"""" del gobierno no quiere ayudar a la en laa fronteras, propongo hacer una colecta para que todo español que quiera y pueda, viaje a melilla y rodee la valla. Si nos invaden que sea con igualdad de fuerzas. ábado""";0
"195733";"tú eres ninini: ni estudias, ni trabajas, ni haces puta gracia";0
"195734";"El 11 de agosto en la Embajada del Estado de PALESTINA se realizará el 3er encuentro de poesía árabe.. habrá sorpresitas.. no se la pierdan...";0
"195735";"Tu eres más de manifestarte con nazis sin reparos como el Vlaams Belang, hijo de una perra sarnosa y cien mil padres distintos, desconocidos y sifilíticos. Puto nazi. Escoria. Purria. Pedazo de mierda.";0
"195736";"y las redes fascistas internacionales en la posguerra europea vía";0
"195737";"Somos Siempre a Lado de Assange y contra la derecha fascista de todo el Mundo !!!";0
"195738";"Quienes instigan la violencia fascista no pueden erigirse como defensores de los DDHH";0
"195739";"Entonces dices que sólo por ser independentista ya te dan el día libre mañana? Te discriminan en tu trabajo por no serlo? Hay 5 millones de catalanes que mañana trabajan y 2 millones que no? Y desde cuando trabajan 7 millones? O mejor dicho desde cuando los niños trabajan?";0
"195740";"Güeros Nunca estarás a salvo Her";0
"195741";"aparte, dudobque a xente sexa tan subnormal dw facer tal...pero bueno, na corula entre Lendoiristas e Tinistas esta a guerra 😂😂😂";0
"195742";"La profesora estaba siempre gritando a Hugo: ¡Me vas a volver loca, Hugo! ¡Contigo ya no hay caso! Hugo, eres un...";0
"195743";"Buah, no veáis cómo están las capitales de toda España: manifestaciones por todas partes contra los bombardeos de los fascistas ucranianos.";0
"195744";"Tire un estado re largo indignada y lo borre a la verga PORQUE ME ENOJE DE SOLO VOLVER A LEERLO";0
"195745";"Creo que más bien es así 1)decimos tonterías del sistema patriarcal opresor. 2)defendemos idioteces. 3)nos creemos más progresistas liberales. 4)ningún hombre las va a cojer en sus vidas. 5)mueren solas viejas y amargadas.";1
"195746";"Eso es! Cojones!";0
"195747";"Pues bajate xoxo que no te va ... o si?";0
"195748";"Sigo consternado por la hambruna padecida por Antonio Maestre. Será mamón, sabrá el lo que es hambre.";0
"195749";"Policía siempre ha sido fascista";1
"195750";"Tu callate pinche zorra lo que es mio nadie lo prueba antes que yo perra monjita";1
"195751";"tmbn es gracioso cuando les explicas que han hecho x cosa que es machista y dicen que No es así y que es un invento feminazi";0
"195752";"8. Gay y feministas sois iguales en: Cuando alguien de esos colectivos resalta en los medios sois los primeros en tirarle por los suelos.";0
"195753";"Hola Carmen. Si lo considerais en sin complejos os cuento mi periplo de emigrante Español en Chile y las dificultades que me encuentro dia a dia ya que aquí eso de los papeles para todos no funciona. Todo lo contrario. A vuestra disposición.";0
"195754";"El puto sudaca de Nahuel Guzmán insultando a Pedro Caixinha al momento que el portugués esta dando su conferencia post partido. Veremos si la tiene el valor de suspenderlo o dejará que siempre haga lo que quiera.";1
"195755";"En este país a Shakira de puedes decir lo que quieras,eso sí,como digas algo malo de Carrero Blanco,se te cae el pelo ¡País de fachas!";0
"195756";"Te cagaste en la sudaca y ahora también???? Cuando vamos a jugar por algo importante ? En el torneo local siempre te ganamos 🤷🏻‍♂️🤷🏻‍♂️";0
"195757";"Siiii jajjajajajjajajaja yo te iba a enseñar pero vivís lejos nde puta.";0
"195758";"Mi hermana está escuchando la puta BSO de Guardianes de la Galaxia, cuando vence Star Lord a Ronan. LA ESTOY ENSEÑANDO BIEN.";0
"195759";"Pues callate y lárgate de una puta vez. -Ni le mira, que si lo hace, la revienta a golpes.-";0
"195760";"Gitano, Rumano, anarquista e hijo de puta.";1
"195761";"Estamos en periodo electoral. A pesar que las mujeres tengan derecho a voto; hagámoslo lo mejor que podamos";1
"195762";"Para que? Si tu eres una perra, tienes 182837332 qlitos.l. i miss you😘";1
"195763";"¿Llamar dictador a Iglesias es sinónimo de votar al PP?";0
"195764";"Tu eres subnormal, no refinado, no confundas términos.";1
"195765";"Joder, falta le hace a los indios ya que van de fracaso en fracaso en la liga de campeones. El Cholo creo que ya está preparando su bagaje para largarse a otros lares.";0
"195766";"dejate de por que por que si después te metes con Mourinho Pedazo de gordo subnormal";1
"195767";"No voy a dudar de un periodista religioso, facha y que ha trabajado en diarios basuras y que trabaja ahora en otro, me has convencido :)";0
"195768";"Este GH es el más loco del puto mundo jajajajajaja estoy loca ya y me río sola con todo!!";0
"195769";"No entiendo las políticas neoliberales ni a los neoliberales,que apoyan la libre circulación de mercancías y a la vez apoyan las concertinas y los muros para frenar la libre circulación humana.";0
"195770";"Hay que ver la ""catalanofobia"" que ha llegado hasta Alemania eh monstruo... No se puede ser más idiota de verdad.";0
"195771";"Cualquier motivo es bueno para enseñar carne, eh zorra. 🌚";1
"195772";"Cállate vo si Eri mi perra";1
"195773";"-Achanta la mu que vas acabar pillando julai -Te voy meter un par de fotones que vas ir gambeando a dolor hasta tu puto planeta, mongol";1
"195774";"el icono de kcherno y mi icono son goals porque quiero que me la meta es broma no soy maricon";0
"195775";"Del Moro NO SEAS PAYASO. Todo el programa están hablando de ECONOMÍA y no invitaste ni a . Lo tuyo es CIRCO +A";0
"195776";"Nuestra directora ejecutiva Alexandra Sossa estará hablando en la radio sobre problemas que uno confronta en el trabajo. Sintonice para mas información! “El show de la Güera” Lunes 20 de...";0
"195777";"Democracia o Régimen Fascista Intergaláctico gobern... —";0
"195778";"200 inmigrantes subsaharianos saltan la valla de Ceuta y dejan varios agentes HERIDOS POR CAL VIVA ? va Qu no hay efecto llamada?";0
"195779";"Konoplyanka juega en el Sevilla, nadie dice nada. Zozulya juega en el Betis, un montón de tweets diciendo que los béticos son fascistas...";0
"195780";"El bloque independentista retiene la mayoría ña";0
"195781";"Y sobre cómo 'distinguir y separar CLARAMENTE' lo que es violación y acoso de aquello que no lo es:";0
"195782";"Está claro que cuando el bloque independentista ponga sobre la mesa seguir con el proceso el Estado va a volver a aplicar el 155";0
"195783";"""Trump es un fascista que quiere un muro"" Esto me recuerda al día que dijo ""La caída del Muro de Berlín fue una mala noticia""";0
"195784";"mi perro el mongolo y sus aventuras: parte 84";0
"195785";"Fachas son los que niegan educación en la lengua oficial del Estado";0
"195786";"La realidad es que estamos gobernados por fascistas. Contra eso, nosotros no podemos hacer nada. Contra eso, os necesitamos.";0
"195787";"Qué si dónde se pone un retrato, qué si los huevos en tortilla, los chistes del franquismo... Y luego dirán que se colapsan los juzgados.";0
"195788";"Falta que aparezca puta publicando 'feliz día de Reyes' y suba una foto enseñando el culo.";1
"195789";"Los sin papeles te roban el trabajo.";1
"195790";"El perroflauta mayor del reino no se siente Español ecepto pr las subvenciones. Cuando dejaremos d ser quijotes";0
"195791";"pablo no quieren concertinas , un muro de 12 metros o mas de altura de dos plantas de pisos ,se acabo los problemas nadie se quejaría de nada";1
"195792";"Todas las morras que stremean tienen que enseñar su cuerpo para poder ganar dinero, que puta pena. 😷";1
"195793";"+ parece que se me quitó y ahora otra vez me empieza a doler la cabeza y tengo como los oídos taponados, me estoy volviendo loca cojones.";0
"195794";"Y yo como buen marica dándole a MG... 😅🙈";0
"195795";"Hazte con el libro ""En defensa de España: Razones para el patriotismo español""";0
"195796";"El presidente de , , aseguró que los indocumentados en territorio estadounidense utilizan a sus hijos para propósitos siniestros 😰 ➡";0
"195797";"Cagado! La mujer es perra perra perra";1
"195798";"Y por eso esta mujer es mi puta mejor amiga desde hace más de 7 años y soy su puta fan ajajjajaa";1
"195799";"Los obispos de EE.UU. le dan un toque de atención a Trump sobre ideología de género";0
"195800";"que te calles hijo de puta";0
"195801";"Lo mereces pero quedando con nosotras perra mala";0
"195802";"Fascista no se si seras, pero tonto más que un botijo...";1
"195803";"Oramas cree que el riesgo independentista desactiva un adelanto electoral vía";0
"195804";"Comemela, cambio y corto";0
"195805";"Ven, comemela y cállate ya";1
"195806";"Tú eres la zorra Antoniaaaaaaaa";1
"195807";"Pero para eso no hace falta mentir ni encumbrarle. Era un puto fascista.";1
"195808";"CALLATE ANA TOY MAL CONTIGO PERRA";1
"195809";"40% de descuento: Auténtica comida mexicana en Panchito Aribau";0
"195810";"Caricachupas 👏🏼👏🏼 Presenta 👏🏼👏🏼 Nombres de 👏🏼👏🏼 Taquerías chidas👏🏼👏🏼 Por ejemplo 👏🏼👏🏼 De cochinada 👏🏼👏🏻 Los cocuyos👏🏼👏🏻 Güeros Boturini👏🏼👏🏻 Abanicos👏🏼👏🏻 Ramiro Tepito👏🏼👏🏻 De milanesa 👏🏼👏🏻 El Papi 👏🏼👏🏻 El paisa👏🏼👏🏻 Cuñaó 👏🏻👏🏻";0
"195811";"En Suecia están abriendo los ojos. El partido antiinmigración ganaría las elecciones generales del próximo mes de septiembre. Cada vez son más los países que se dan cuenta del errror de acoger a miles de indocumentados sin que aporten nada.";1
"195812";"Perra, tú eres un ángel que por la manzana peca";1
"195813";"-Tenemos a Lagarder.Qué opinas de los resultados? -C's fascistas. -Solo? -PP fascistas -Algo más? -Patata en cabesa…";0
"195814";"Porque las mujeres pierden la regla a los 50? Porque necesitan la sangre para las varices.";1
"195815";"LOCO LA PUTA MADRE,NO TODO TIENE Q VER CON MI NOVIA ES LA LETRA DE UNA CANCIÓN";0
"195816";"Telediario de las 15 h: - alemanes siembran el pánico en metro de Valencia. - rumanas carteristas en metro de Barcelona. - árabes agreden a turistas en Barcelona. Racismo? NO";1
"195817";"jaja pero por favor cállate QUE A NADIE LE INTERESA HIJO DE PUTA xD";0
"195818";"Dos ediles del PP q retiraban propaganda independentista, amenazados tras ser identificados por los Mossos";0
"195819";"Así pasó, yo era el ateo, el perroflauta, el rojo, todo lo que se os pueda ocurrir, de mi clase xd";0
"195820";"Que rica te ves perra, pero te verias mejor enseñando esa puchita rica bien mojada";1
"195821";"cuidado lacras Sudacas en MEXICO !!el plan de EU";1
"195822";"Entonces Podemos es independentista o no independentista, contigo todos los días son hipotecas fijas";0
"195823";"Me falta ponerle gris y negro a las que son moradas para quitarles el blanco";0
"195824";"Llevo 3 episodios y ya pienso que Rollo es subnormal XDDD";0
"195825";"Cada día el equipo the late late show es una mierda no es nada gracioso hacer chiste sobre violaciones, acoso o sobre la crisis de un país";0
"195826";"El recurso facilón a ""Franco"" y ""Facha"" es propio de la Merma. Pero de un cultureta esperaba algo +";0
"195827";"Puta puesta a dedo, callate el hocico... Mendiga desgraciada... Nuestro vicepreside…";1
"195828";"Pues vete de España, sucia sudaca. Qué coño haces aquí? O es que tus familiares son violadores que no les permiten entrar en EE.UU y por eso venís a España?";1
"195829";"Los tomas asi puro como si fuera jugo y cuando te querés rescatar estas hablando en árabe";0
"195830";"-Me voy a dormir que mañana me levanto a las cinco de la mañana para currar y levantar el país. -Jodío fascista, pero si estás en Austria. -Eso.";0
"195831";"callate q vos estás re perra";1
"195832";"Hay gente muy subnormal xD";0
"195833";"Apoyo al máximo el feminismo, pero las canciones de reggaeton son la leche, con su letra machista, ahí con gilipollas cantando 😂👌";0
"195834";"Quieren erradicar el acoso solo hacia las mujeres aprobando este tipo de medidas ridículas. Concejo de Bogotá: que inteligente eres.";0
"195835";"Si vienes a twitter a insultar y alguien te insulta, no es porque sea fascista. Si crees que tienes derecho a insultar y que no te insulten";0
"195836";"Ramirez vete de una puta vez, tu eres la lacra de este equipo y aquí estas de mas hace tiempo";0
"195837";"Sos una malparida no mereces ser feliz puta puta puta";1
"195838";"Que el bloque independentista tenga la mayoría en distintos partidos dice más que u Ciudadanos ganando por los pelos del culo";0
"195839";"Es que parece MONGOLO, pero de verdad, de los que le faltaron oxigeno al nacer.";1
"195840";"El bloc del 155 suma 57, necessiten 68. El bloc independentista suma 70. Dades. Fantasias Arrimadas de ayer y hoy...";0
"195841";"Jajaja";0
"195842";"abre los ojos que son los nazis.";0
"195843";"“Su santidad” es básicamente imbécil (y yo soy católico educado en La Salle y a mucha honra). No se puede esperar mucho más de un peronista.";1
"195844";"Pensé que me reía culero hasta que escuche a mi vecina alv jajajajaja pinche perro ahí adentro😂😂😂";0
"195845";"te amo mi hermano, tu eres mi única perra fiel";0
"195846";"Eres catalán no estás acostumbrado a pagar tanto";1
"195847";"Ismael es egocentrico porque se vuelve loca si le dicen que tiene el pelo bonito😂😂😂😂 eso se define con otro objetivo";0
"195848";"Es un principio aceptado que es siempre el que inmigra el que debe hacer el esfuerzo extra en integrarse. Aquí y en la Conchinchina. El estrés debe recaer siempre sobre el inmigrante. La cuestión es qué sucede en Catalunya al no ser, hoy por hoy, un Estado";0
"195849";"Hipócritas. Aquellos que hoy se intentan adueñar del feminismo fueron los que antaño prohibian el voto femenino.";0
"195850";"La romantización y vulgarización que hace de los paises fascistas es cuanto menos, graciosa.";0
"195851";"Jajajajajaja SUBNORMAL";1
"195852";"Si tu eres puta que seré yo alm";1
"195853";"Una razón más para odiar a Arturo Vidal. Sudaca, chileno y además del barça 🙌🏻🙌🏻🙌🏻";1
"195854";"A mi no me gusta el fútbol pero que le digan fascista y alcohólico un par de yonkis a un abuelo por ser antibarsa.. asco de sidosos";1
"195855";"borre ya vi la peli de MI6 fallout mi pregunta es quien es la güera que sale de espia? Cuando veas la pelicula nos platicas ok. Saludos";0
"195856";"No sé dónde vives pero la delincuencia que he visto yo cuando he ido de vacaciones a Madrid y a Barcelona es absoluta vale y estos señores al no tener papeles se ven totalmente Internet de lo que les pueda pasar sin miedo total a la ley";1
"195857";"El jugador Kingsley Coman será juzgado por violencia de género vía";0
"195858";"Inspector de la Policía es detenido por violación y acoso sexual";0
"195859";"Pues alexelcap le hace un poco la pelota a orslok porque hace chistes sin ser subnormal y claro, nadie le dice nada";0
"195860";"Toma independencia,Africa se adueña de Barcelona,Policias locales,Mossos, Ciudadanos y Turistas Hacen lo que le sale de los huevos,y Pisarello y Colau encantafis son dos indocumentados aunque gobiernen un Gran Ayuntamiento";0
"195861";"Eres un demagogo de 10... Consigues hacerlo hasta con 140 caracteres... bueno te han hecho falta 3 tuits para no decir nada.";0
"195862";"Los Reyes Magos JAJAJAJAJAJAJAJAJAJAJAJAJA Puto retrasado";1
"195863";"Callate hija de puta jajajajajajaja";1
"195864";"El hijo de puta quiso estirar el pase al arquero hasta el último momento, merecía ser gol y que lo maten.";0
"195865";"Cierre de fronteras. Boicot a sus productos en la UE. Devolución en caliente, frío y templado. Establecimiento de relaciones diplomáticas con la República Arabe Saharaui Democrática. Expulsión de marroquies de España .... a ver si se les quita la tontería";1
"195866";"No las oigo por mi cuenta porque no son mi género, pero si me la ponen no le hago ningún asco";0
"195867";"joder el director de orquesta quien es? El hombre de negro? 😎Ridículo eh!!!";0
"195868";"El odio podemita a Amancio Ortega les sale sobre todo cuando hace donaciones o caridades millonarias. Se les ve...";0
"195869";"Tu eres divina y perra también JAJAJAJAJJAAJA";1
"195870";"""Con tanta feminazi solo falta que saquen la película 'Caperucita roja, ahora más feminazi que nunca' "" 😂😂 me descojono con los grupos de WA";0
"195871";"que bien se esta en Cataluña a sin si eres no separatista ni un duro";0
"195872";"hoy mismo hemos subio nuevo track!! , segundo corte del proyecto";0
"195873";"Ni tú eres una zorra hambrienta ni yo un incorregible depredador.";0
"195874";"Ciudadanos gana las elecciones catalanas, pero el bloque independentista sigue con mayoría absoluta en el Parlament 👉";0
"195875";"A chuparla nazi de mierda";1
"195876";"Ladrar ""terf"" como quien ladra ""cállate puta y vete a fregar a la cocina"". Porque en el fondo no sabéis discutir y vais a lo fácil. Pos👌";1
"195877";"Taburete: 'A casa de Dron, a casa de Dron, nos vamos a casa, a casa de Dron – Cállate de una puta vez, niño de papá y vete con él a la cárcel que es donde debería estar";0
"195878";"Lo que tiene Neymar de crack en el campo, lo tiene de subnormal fuera de él... y bueno también dentro.";1
"195879";"tener polla no te convierte en violador potencial porque para empezar no todos los hombres tienen polla, asi que si, es innecesario y transfobo. el machismo lo producen los hombres, no las pollas";0
"195880";"SEMEN. Difundamos un movimiento necesario.";0
"195881";"Cállate perra si todas tus conversaciones son spanglish 😂😂😂 te evitarias las correcciones a español 🙄";1
"195882";"💪✊ Ante tanta precariedad laboral, tanto paro, tanta desigualdad de género... Son motivos suficientes para que nos…";0
"195883";"¿Películas para Rajoy? 'El hombre de las mil caras' y 'El gran dictador' ña";1
"195884";"Parece que va siendo hora de hacer algo contra estos indocumentados ¿No? La pasividad y el inmovilismo no es una opción. Actúen o dimitan!!!";1
"195885";"Yo propongo una reforma de la Constitución quitando todos los artículos que no se respetan por el Régimen Fascista. Ya verás como la Constitución cabrá en un Post-it.";0
"195886";"No penséis que digo ""el negro"" como algo despectivo, es buen chaval, Abdul, si me lees que sepas que eres buena gente, lo pasé bien contigo.";0
"195887";"Guardar la basura bajo la alfombra nivel político asturiano: El Ayuntamiento de Colunga en lugar de limpiar...";0
"195888";"EUROPA EN BREVE | acusa a las instituciones y gobiernos de la UE de ser ""cómplices de las violaciones sistemáticas de los derechos humanos y del Derecho Internacional por parte del Estado turco""";0
"195889";"Ya salió la facha de turno a la que nadie votó ...";0
"195890";"Me gustaría ver tu cuerpo desnudo Yo te enseñaría mi polla";0
"195891";"Un coronel falangista de la Guardia Civil vendía armas y explosivos a los grupos fascistas:";0
"195892";"Buenos días chicas, feliz semana, a protegerse del calor, de los inmigrantes... porque esto va a peor, hoy he oído por radio que había problemas en los centros de menores de Ceuta, Melilla, Andalucía y Bilbao, esto es inconcebible!!!!";1
"195893";"Se ha muerto mi perra y no estoy para aguantar tonterías.";0
"195894";"NIÑA REPELENTE CAPITULO 10: LA COMPRA, LA GORDA BAILANDO Y LA VIEJA LOCA";0
"195895";"ven hijo que te voy a enseñar la ciudad. aquí está la PUTA GENTE!!!!";0
"195896";"No son horas de estar tocándonos en coño a 1 de enero, caballeros, dispérsense.";0
"195897";"Te voy a bloquear por borrega feminazi.";1
"195898";"Criticamos a los Fascistas que hay en la afición betica que apoyan NAZIS. No a ti";0
"195899";"Anda subnormal vuelve a tu agujero";1
"195900";"Ahora resulta que si eres gay no puedes tener creencias religiosas. Basta ya de decirle a la gente como tiene que ser o q tiene q creer!!";0
"195901";"No lo ficharemos por complejo de catalanofobia";1
"195902";"¿Que harian los hombres sin las mujeres? Pues domesticar otro animal y esta vez no enseñarle a hablar.";1
"195903";"Amo a mi güero 😍🤷🏻‍♀️";0
"195904";"Cállate perra. Jajajaja";1
"195905";"TÚ eres la super RE QUE IDIOTA ¡¡DIOS TE MALDIGA Y TE DESTRUYA ERES GRAN MIERDA PENDEJA PUTA JODIDA DEL RE PUTO MIERDA GOBIERNO, DIOS MALDIGA Y MANDE AL INFIERNO A TODOS LOS QUE FIRMARON ESA PUTA LEY, DIOS TE LLENE EL CULO DE CÁNCER RE MI";1
"195906";"No son inmigrantes. Son delincuentes q entran en un pas con violencia de forma ilegal. Q se cumpla la ley ,se les juzgue y cuando cumplan, deportacin. Ceuta";1
"195907";"Pequeñitas y rojas? O gordas y negras? Qué asco, gensanta...";0
"195908";"callate y retoma la puta serie";0
"195909";"ñas viendo el programa de Onda Cero y más televisión te da la risa al menos con uno qué dice que Mariano Rajoy puso las concertinas en Ceuta Melilla qué nivelazo";0
"195910";"por subnormal cavernario. Ahora a comer polla de Cristobal Soria toda a noite. Calvo";1
"195911";": 1. La mayoría independentista se ha repetido. 2. No más al 155. ¡Y libertad a l…";0
"195912";"callate la puta boca subnormal como vaya a toledo no solo me voy a cagar en el person…";0
"195913";"Odio a los nenes que gritan como chanchos para que les den bola. CALLATE LA PUTA QUE TE RE PARIO";0
