masmas|@uno_que_pasaba #183 Cerrar @ ADELE_ # 159 y no son sus víctimas, lo son de la derogación del plan hidrológico nacional y no limpiar el cauce de los barrancos. eso fue culpa de Rajoy
Ylaverdad|Igual alguien esperaba que la sicaria dijera, "uy me habéis pillao! Efectivamente PS es un súper capo mafioso!"
ADELE_|@Adelita_rada #256 Cerrar @ ADELE_ # 152 Esta claro, meteis a alguien en Correos, tu sustituta, teneis a Indra bajo control. Magefesa se va s manifestar porque haceis competencia ilicita fabricando pucherazos. Pero no, te cuesta entenderlo, pero las ultimas elecciones las gano el PP. Pregunta al portero del club donde trabajas, ese sabe mas numeros que tu. "Numeros" y "tu" mejor con tilde. Qué burros son los voxeros, no le parece?
ADELE_|@Adelita_rada #257 Cerrar No se si os habeis dado cuenta, pero la fontanera adele_ire se ha cambiado la peluca de plumas de gallina por otra, asi espera pasar desapercibida ¿Es la misma peluca que llevaba la Coquitona, a la que expulsaron violentamente del foro? ¿O la que se puso el novio ladrón de Ayuso para declarar? Misterio.
ADELE_|@ElNolano #276 Cerrar @ ADELE_ # 159 Que lástima, señora. Apenas hace un año parecía tan lista, es un decir. La edad no perdona. Lo sé. Bueno, si se consuela usted así de que los franquistas de Vox no pisen moqueta, me parece bien.
Alain_Petit|y Caradehogaza insistiendo en el bulo de la bomba lapa desde la sede gubernamental. Es todo tan increible...
Manu-el|Sánchez tiene la culpa que el diario EL MUNDO no me devuelva una suscrpcion.Estafadores e impresentables los de este periódico. Devolver importe de una suscripción Llevo 3 meses esperando. Que sepan los lectores de este periódico como tratan a sus suscriptores y lectores.
Manu-el|Sánchez tiene la culpa que el diario EL MUNDO no me devuelva una suscrpcion.Estafadores e impresentables los de este periódico. Devolver importe de una suscripción Llevo 3 meses esperando. Que sepan los lectores de este periódico como tratan a sus suscriptores y lectores.
masmas|@maaypi #194 Cerrar @ ADELE_ # 152 Vuelve a errar el tiro... Feijoó si gana elecciones... El que las pierde siempre y sólo gobierna por otras circunstancias es el otro, el suyo. usted también erra erra el tiro, ya que si, Feijoo gano las ultimas, pero no tenia apoyos para gobernar, pero las anteriores las gano Sánchez, no es como usted indica
JLuis_VF|El problema no es la responsabilidad del PSOE. El problema es la responsabilidad de los sinvergüenzas de este gobierno. Eso sí, formado su mayor parte por los peores toreros del PSOE. Lastima de un gran partido.
masmas|@AdPS #196 Cerrar @ Stopfascismo # 154 Eso es lo que pasa cuando sólo te dedicas a leer panfletos sectarios sin contrastar más ... anda porras como está pasando últimamente con demasiados medios afines al mentalista Doctor (ejem) Sánchez, publicando A LO LOCO. A lo mejor el problema es sólo tuyo por no tener una visión más amplia de lo que sucede en el mundo. blablabla, pero no contestas a lo que pregunta el otro usuario, simplemente porque no lo sabes, criticáis porque lo ha dicho vuestro amo y no sabéis porque, lamentable
Ylaverdad|Es obvio que el que le suspendan ahora de militancia debería afectar cero a estas pesquisas sobre la trama PS.
Viano43|@ADELE_ #231 Cerrar @ Zark_7 # 228 ¡Desde luego! Lo lógico sería votar al PP, el partido cuya sede está pagada con dinero negro. Ya lo dijo el demócrata Vargas Llosa, se vota mal. cuando nos vais a invitar a una habitación en teruel pagada con dinero público??? Ah que eso solo lo hacen los rojos con dinero público
AdPS|@ADELE_ #231 Cerrar @ Zark_7 # 228 ¡Desde luego! Lo lógico sería votar al PP, el partido cuya sede está pagada con dinero negro. Ya lo dijo el demócrata Vargas Llosa, se vota mal. Si, y hay un okupa en Moncloa que está pagada con el dinero de los contribuyentes. mismos delincuentes
masmas|@Ciertamente_circunspecto #202 Cerrar @ Colectivo # 198 No incluye Ud. en sus cálculos la millonada que le va a pagar el PSOE por comprar su silencio y complicidad. y usted tiene pruebas de ello, venga ya
masmas|@marcameron #203 Cerrar Yo a esta señora le daría toda la credibilidad del mundo si hubiera abierto la posibilidad de responder preguntas de los periodistas. Porque entonces habría aclarado todo. Leer un pasquin y ya, resulta hilarante. no te enteras cuñao, si estaba previsto que le pudieran preguntar, pero Aldama ha cortado la declaración
AdPS|Encuesta de La Razón a los votantes socialistas ... 1​/3 de los votantes consideran que el PSOE está detrás de Leyre Díez (2,6 mill votos); el 46% creen que SI se está intentando desacreditar a la UCO (3,6 mill); el 50% considera que el PSOE no está gestionando bien los casos que están saliendo de corrupción (3,9 mill); el 37% piensa que en España hay mayor INSEGURIDAD (3 mill); el 45% opina que los servicios públicos van a peor (3,5 mill) y siguiendo para bingo ... el 82% está convencido de que el tema de la vivienda no mejorará (¡6,4 mill!). Y sreá imposible que esto mejore porque ni nos metemos con las encuestas de valoración de los candidatos​/ministros a las autonómicas que ya es para llorar. ¿Seguro que el votante socialista está conforme con el Sr. Sánchez? Porque creo que la abstención al voto al PSOE en las próximas elecciones será apabullante.
masmas|@valenciano543 #204 Cerrar Hasta que la gente no empiece a encararse con todos estos sinvergüenzas, y a plantarles cara en las agrupaciones locales y comarcales, el PSOE no caerá. si no ha caído el PP con todas las que ha liado, no cae ninguno
masmas|@veteatomar #207 Cerrar Los pagos que esta fontanera ofrecía , a cambio de tirar de la manta, no eran ni íntimos ni siquiera de tipo personal. Ofrecía,por ejemplo, un cargo en la Dirección General de la Guardia Civil.¿ Puede ofrecer eso una mujer que actúa a título personal? puede ofrecer lo que quiera, otra cosa es que luego sea verdad que lo puede conseguir, anda que no hay gente que va presumiendo de cosas que luego son mentira
ErPere|Tendrían que echarla de Correos, ahí si demostrarían que están en contra de estas corruptelas, pero.... No se atreven. Si le tocan el bolsillo, verás como canta....
Utopilitologo|@tienesmazon #190 Cerrar @ andres72 # 176 Lo has clavado y es que es una realidad tangible. Recuerdo que cuando empezó lo de Aldama, cuando salió de la cárcel me refiero, que hicieron varias encuestas y casi el 80% creían a Aldama antes que a Sánchez, incluidos por supuesto muchos votantes del PSOE. Si hicieran ahora una encuesta seguro que ese porcentaje ha aumentado. El problema es que a muchos de los que saben que Sánchez miente no les importa, por ejemplo a los foreros rojos de aquí. ...Oye, el libro gordo del Ppetete, con su temática de las cloacas de Génova, necesita una foto explícita, de lo soez y grosero. ¿Te parece bien una foto de tu calva? Gracias de antepie, Pelón.
masmas|@radimov #211 Cerrar Ha bueno si lo niega debe ser que todo lo que he visto y escuchado es mentira. y que has visto y escuchado?, no es contradictorio con lo que ha dicho ella
uno_que_pasaba|@ADELE_ #210 Cerrar @ Noticiero # 205 Buena idea la de empezar de cero. El PP ya la está poniendo en práctica en algunas comunidades, como Valencia. mentira.
lukaslukas|@andres72 #176 Cerrar Vivimos en un país donde Aldama tiene mas credibilidad que Sanchez, Ortiz (fiscal general) o Pumpido (presidente del Tribunal Constitucional). Siento verguenza de mi Gobierno, y siento verguenza de la parte de mi país que lo apoya. Solo tiene más credibilidad para el que quiere dársela como El Mundo o la facheris en general, no para el conjunto de la poblacion
kyra66|Bochornoso, de vergüenza ajena y un insulto a la inteligencia de la mayoría de los españoles. Sanchismo en estado puro, amparado en los bulos y el fango que tanto le gusta denunciar, donde la linea a seguir es repetir continuamente una mentira para intentar convertirla en verdad. Tiempo durísimo para la "democracia"? española
Utopilitologo|OJO. Confirman que será Editorial Barcenas y Marcial Dorado quien financien el libro.
muellegonzalez|@Utopilitologo #229 Cerrar "El Libro gordo del Ppetete" Un romance desde las cloacas de Génova. Prólogo de Marcial Dorado. Editorial Barcenas. Número 1 en ventas. Cómo es posible que se ponga en libertad a un personaje como Aldama inmerso en el.proceso de Hidrocarburos, con un pastizal en el extranjero.....y sin aportar ni una sola prueba desde que salio...... GOLPE DE ESTADO Con TOGAS.....
ADELE_|@Colectivo #226 Cerrar Leire Diez, maketa, chula, falofilica, medradora, amenazante,poco agraciada física e intelectualmente, pelota, amiga del dinero, y una vergüenza de mujer y de hija. Ojalá fuese tan agraciada físicamente como tú. ¿Te siguen llamando "La cosa" en el barrio?
yugurtungue|Ayer en el programa de Risto en TV, Pérez Dolset afirmó que lleva 6 años trabajando con Leire Díez. Es decir, que mientras era alto cargo de empresas públicas esta señora ya estaba trabajando de fontanera.
Piwi-Lin|Un circo, esto es un circo.
Pratchett|El libro se lo va a escribir la que ha arruinado la Casa Árabe? La tal Irene Lozano?
ElNolano|@ADELE_ #159 Cerrar @ WILLY_NILLY # 121 Bueno, y seis meses después Mazón todavía no se ha reunido con los familiares de sus 228 víctimas. Oye, él a su ritmo, no lo agobies. Que lástima, señora. Apenas hace un año parecía tan lista, es un decir. La edad no perdona. Lo sé.
AntiCataloide|@VkUcrania #153 Cerrar El socialismo esta podrido... pleonasmo y antinomia. No existe in PSOE no podrido que se pueda podrir porque nació podrido como el Comunismo y otras formas de Totalitarismo
Decentro|Hechos , el ministro de interior rajoy está imputado por las cloacas del estado y su número 2 arrestado a parte d imputado.
Bavor|Yo tengo unas preguntitas: ¿De qué vive esa Sra.?¿Cotiza a la S.S., y en tal caso quién paga esa cotización? Empecemos por ahí
Guderian|@valenciano543 #204 Cerrar Hasta que la gente no empiece a encararse con todos estos sinvergüenzas, y a plantarles cara en las agrupaciones locales y comarcales, el PSOE no caerá. Pero si el sociaterío está encantado. Con tal de que no gobierne la derecha están dispuestos a lo que sea. Y si no tienen nada que alegar, pues hacen como el grupito de mutilados intelectuales que siempre defienden al PSOE por aquí y sacan sus tres palabras mágicas: Franco, Ayuso y Mazón. Eso para ellos es el bálsamo de Fierabrás que limpia todas las corruptelas del PSOE.
chusita444|porque el sanchez y el psoe no aceptan preguntas ????? les da miedo ?????
uno_que_pasaba|@Stopfascismo #154 Cerrar Pero q se supone ha hecho esta señora y cual se supone es la corrupción sanchista?. Por cierto como va el tema judicial de las residencias de Madrid?... No leo noticias por aquí. Y ya ha dado Ayuso explicaciones de quien ha pagado el aticazo en el q vive?.. no tiene que dar explicaciones de ningún aticazo, mermi, no ¿Das tú explicaciones del chavolazo en el que vives, pides explicaciones de los chanchullos de la PSOE o te limitas al y tú más de toda la vida?
Tresforcas|Que va a decir si la han pillado con las manos en la masa.?
ADELE_|@AmadoGranell #212 Cerrar @ chilper463274_24 # 199 En una democracia parlamentaria gana aquel que logra articular una mayoría para formar Gobierno, no la lista más votada. Pero cree usted que la ardilla Chilper no sabía ya lo que le está contando? Las ardillas son astutas.
valle77|La impunidad jactanciosa de esta casta política se filtra a toda la sociedad y la carcome por dentro. Hay q sacarse a estos inútiles de encima y restablecer la ley igual para todos.
Jivino|Un libro ??? De recetas de pollo, patatas, pastas.... ajajaja pero esto que tomadura de pelo es ... lamentablemente
uno_que_pasaba|@Stopfascismo #154 Cerrar Pero q se supone ha hecho esta señora y cual se supone es la corrupción sanchista?. Por cierto como va el tema judicial de las residencias de Madrid?... No leo noticias por aquí. Y ya ha dado Ayuso explicaciones de quien ha pagado el aticazo en el q vive?.. ¿De verdad se te tiene que explicar, otra vez? Y va cómo tiene que ir.
ADELE_|@Sealord #189 Cerrar @ ADELE_ # 157 La fontanera del PSOE, el Fresita, buscando a su padre, a ver quién de los 2.000 socialistas se la tiró cuando limpiaba los WC de Ferraz. @Sealord #186 Cerrar Ya está por aquí el Fresita, ahora se llama Adele, cuando se la meten le duele. Todavía no ha encontrado a su padre. Pues no, jamás se escribió un comentario más picante que el @ADELE_ #157 Cerrar @ Sealord # 130 Bueno, tú sí has encontrado el tuyo: actúa todas las noches en una sala de fiestas bajo el nombre de "La Julandra". ¿Es muy masculino? Pues hombre, no. .
Supersurco|Es demasiado insultante la huida hacia delante, la cárcel se le queda pequeña a este Gobierno tan delincuente
tienesrazon|Hasta Page ha pedido elecciones generales, el espectáculo bochornoso que estamos viviendo para tapar la corrupción de Sánchez solo les parece bien a gente degenerada como los foreros rojos de aquí, que bueno, el 80% son trabajadores de Ferraz, así que es normal que defiendan la corrupción de su jefe.
i-luso|seguid votando basura,..ya parece que os gusta vivir entre las piaras....
uno_que_pasaba|@AmadoGranell #212 Cerrar @ chilper463274_24 # 199 En una democracia parlamentaria gana aquel que logra articular una mayoría para formar Gobierno, no la lista más votada. ¿Sois tan mermaos que se os tiene que volver a explicar, en serio? Durante la pandemia los dos estados de alarma fueron declarados anticonstitucionales. Si hubiera estado Conde Pumpido habría dicho que todo ok, José Luis (los futboleros entenderán la referencia) ¿En qué país serio declaran inconstitucional no una cosa, dos y no hay consecuencias políticas? Pues los palmeros zurdos tragáis. Ya dió unos indultos a unos políticos que no sólo no pidieron perdón, dijeron que a la que pudiesen lo volverían a hacer, también indultaron parcialmente a la secuestradora de sus hijos, Juana Rivas, a la que Irene Montero llamó "madre protectora" pero eso es otra guerra. Luego en campaña no iba a haber amnistía porque no cabía en la constitución pero si quieres los 7 votos de Junts tiene que haber amnistía, se aprobó ésa ley que no se iba a aprobar. Vale que a tí te meen y te digan que está lloviendo pero no intentes convencerme a mí de que éso es lluvia que no lo es.
ADELE_|@chilper463274_24 #199 Cerrar @ ADELE_ # 152 Feijoo ganó las últimas elecciones, dirás que las vuelva a ganar de nuevo y le den los números con VOX(al que todas las encuestas le auguran subidas a pesar de tus ridículos intentos desesperados por desprestigiarlo). Sí, todas las encuestas auguran una subida de Vox: las de Don Miki, Copito y varios digitales internacionales.
Oisinmad2|@andres72 #188 Cerrar @ odoacre # 46 Habrá que estar muy atento, Sanchez ya debe estar planificando el tongo en la elecciones. Sabe que si pierde irá a la carcel. Subestimas a los socialistas. Saben como solidificar a ese electorado cuyas tragaderas son como agujeros negros, pero lo que es peor es que saben buscar voto nuevo debajo de las piedras. Mire lo que hicieron en Cataluña. Revertieron el resultado de las elecciones regionales por el procedimiento de comprar el voto nacionalizado magrebí... y no les quepa duda de que harán lo que sea... sin importarles las consecuencias.
Adelita_rada|No se si os habeis dado cuenta, pero la fontanera adele_ire se ha cambiado la peluca de plumas de gallina por otra, asi espera pasar desapercibida
Adelita_rada|@ADELE_ #152 Cerrar @ AdPS # 107 Pues si me la cierran me abriré otra. Pero conseguirá así usted que los franquistas de Vox entren en el gobierno, o que el inútil de Feijóo gane unas elecciones? Eh, no. Escúcheme: no. Otra vez, para dejarlo claro: que no. Esta claro, meteis a alguien en Correos, tu sustituta, teneis a Indra bajo control. Magefesa se va s manifestar porque haceis competencia ilicita fabricando pucherazos. Pero no, te cuesta entenderlo, pero las ultimas elecciones las gano el PP. Pregunta al portero del club donde trabajas, ese sabe mas numeros que tu.
Ciertamente_circunspecto|Tranquilos, amigos. Siempre nos queda el gran consuelo de que en nuestras casas descorchamos unos champagnes que los mileuristas rojos a sueldo de por aquí ni huelen. Si os portáis bien, os llevo en mi panamera.
Segistobre|La Audiencia ha condenado a cierto medio y a su director, J.M., por los bulos sobre el sueldo de Silvia Intxaurrondo. El diario tiene tres días para rectificar los bulos sobre el sueldo de la periodista y, además, deberá pagar las costas de los juicios.
Segistobre|José Luis Caramés, un narcotraficante que participó en la trama de hidrocarburos en la que participaba Claudio Rivas, socio de Víctor de Aldama, agradeció de "corazón" al capitán Bonilla, ahora fichado por Ayuso, su intermediación ante jueces y fiscales.
Oisinmad2|La España corruptócrata socialista convertida en el vodevil de la temporada. Que pena de país...
AdPS|@228dead #172 Cerrar vaya vaya, ha aparecido el machote aldama con el que te pego leche a la leire al estilo del ruíz mateos porque seguro que la ex fontanera tiene pruebas de sobra para meterle en la trena y que ya no salga más, igual que a varios guardias civiles corruptos, la cosa se pone interesante porque absolutamente siempre las ultraderechas corruptas ppvx son las organizadoras de todas las tramas Puede, pero tiene toda la pinta que quien gana el órdago es el Sr. Aldama, tiene menos que perder y más con lo que negociar reducciones de condena ... no sé si su comentario no empeora la defensa que pretende hacer.
ADELE_|@maaypi #194 Cerrar @ ADELE_ # 152 Vuelve a errar el tiro... Feijoó si gana elecciones... El que las pierde siempre y sólo gobierna por otras circunstancias es el otro, el suyo. Ah que Feijóo ganó las elecciones. Chica, pues a celebrarlo.
eduwaywedu|ARROGANCIA!!!! Leire tiene la actitud de estar apoyada por el Presidente del gobierno y por Santos Cerdan, no esta de capa caida explicando un error de interpretacion sobre sus discusiones grabadas, esta atacando con un relato inventado. Estuvo 2 horas en ferraz pactando los siguientes pasos, la fontanera es quien hara caer a Sanchez! Aldama tiene razon!
MaterMadurga|En la polleria de mi barrio hay mas decencia y educación que en este gobierno.
jrafael|@andres72 #176 Cerrar Vivimos en un país donde Aldama tiene mas credibilidad que Sanchez, Ortiz (fiscal general) o Pumpido (presidente del Tribunal Constitucional). Siento verguenza de mi Gobierno, y siento verguenza de la parte de mi país que lo apoya. Efectivamente, Aldama tiene más credibilidad, a pesar de ser un corrupto ya que al menos lo reconoce, pero claro no se quiere comer el marrón el solito, y con más razón, sobretodo sabiendo que los otros han robado mucho más dinero , porque obviamente no los socialistas no iban a dejar que Aldama robase más dinero que ellos.
OkupasOut|Charo 100%.
tienesrazon|Los cuatro del Peugeot. Primer título de la primera película de la saga que puede hacer Santiago Segura con Sánchez y el PSOE actual. Taquillazos en España y en el mundo entero.
Adelita_rada|@N0RL #49 Cerrar @ DesdeelOeste # 17 decías los mismo cuando Rajoy daba las ruedas de prensa a través de un plasma ? O sea, que si lo criticaste entonces, deberias criticarlo ahora. Es asi?, algun fallo en la logica?
Gonzete1|Como su jefe Pedrito, llega, suelta su discurso y se pira democraticamente sin aceptar preguntas, el nivel del periodismo es repugnante, como consienten y toleran estas humillaciones.
AdPS|@ADELE_ #152 Cerrar @ AdPS # 107 Pues si me la cierran me abriré otra. Pero conseguirá así usted que los franquistas de Vox entren en el gobierno, o que el inútil de Feijóo gane unas elecciones? Eh, no. Escúcheme: no. Otra vez, para dejarlo claro: que no. Creo que ese es más bien su deseo para poder tener sentido su miserable vida. A lo mejor van por ahí los tiros. Cosa que corrobora aún más que no estás bien.
EL_AVISPERO|Abascal tienes que convocar una manifestación de asalto a la Moncloa, recuerdo aquella que organizaron los zurdos de asalto al Congreso, tiene que haber palos, las mafinas pacíficas no valen para nada.
lukaslukas|Conviene recordar que la UCO hizo 2 (DOS) informes diciendo que Begoña Gómez NO había cometido ningún delito. Parece que a El Mundo y a muchos de sus lectores eso se les ha olvidado rápidamente o no tienen mucho interés en recordarlo
Apagon_Sanchez|A Leire solo le ha faltado decir que fue ella la que descubrió y reveló el plan perverso y secreto de ponerle una bomba lapa a Pedro Sánchez. Leire y Aldama deben pensar en el dilema del prisionero: tirar de la manta un día antes les puede resultar útil, hacerlo un día después no les ayudará nada.
Javi-Bcn|. A Ábalos lo expulsaron del partido. A ésta la han hecho darse de baja con alguna promesa de recolocación futura y aquí no ha pasado nada. ¡No hay mas preguntas señoría! .
analva|@chilper463274_24 #199 Cerrar @ ADELE_ # 152 Feijoo ganó las últimas elecciones, dirás que las vuelva a ganar de nuevo y le den los números con VOX(al que todas las encuestas le auguran subidas a pesar de tus ridículos intentos desesperados por desprestigiarlo). Ayuso te espera España Feijo gallego cobardes
ADELE_|@AdPS #218 Cerrar @ ADELE_ # 157 Y ahora homófoba ... te está quedando hoy el día muy productivo hija Anda, con lo muchísimo que te ha preocupado a ti siempre la homofobia de este foro. Aleluya.
Alain_Petit|Corruptos e inmorales de baja estofa. Y por aquí, unos cuantos fieles encubriéndo a la mafia. En fin.
DONBITOO|Para lo que ha dicho podía haber enviado un WhatsApp. Lo único interesante la trifulca con Aldama
Segistobre|El gran momento del trimestre será ver a Feijóo abrazando al Sobremesas Mazón el domingo en la concentración PPera.
Crowvn|Haciendo mención a unas declaraciones en el articulo, se puede ser..." Periodista, Socialista y además una perfecta sinvergüenza ". Es un pack muy comun actualmente.
ADELE_|@Zark_7 #228 Cerrar Que con toda esta basura de dictadura caribeña esta banda tenga casi un 30 por ciento de intención de voto demuestra que la sociedad española está enferma. ¡Desde luego! Lo lógico sería votar al PP, el partido cuya sede está pagada con dinero negro. Ya lo dijo el demócrata Vargas Llosa, se vota mal.
Sulrog|No se si la grabacion fue legal o ono pero ELLA dijo lo que dijo como todos los implicados en la guerra sucia del GOBIERNO, eso INCLUYE a Sumar y psoe ya que Sumar SIGUE en el gobierno y casi ni pide explicaciones por lo que SU gobierno ha hecho. Lo del psoe es de traca, si alguien usara el nombre de su partido para JUSTIFICAR sobornos, tratos de favor, el uso de fiscalia y abogacia del estado para fines de guerra sucia lo NORMAL y lo logico es denunciar a esa persona ¿o no? ¿porque no lo hace? ¿porque no lo hace Sumar que ES tambien gobierno y por lo tanto JEFE de los aparatos del estado que esta mujer esta USANDO para fines partidistas?
Utopilitologo|"El Libro gordo del Ppetete" Un romance desde las cloacas de Génova. Prólogo de Marcial Dorado. Editorial Barcenas. Número 1 en ventas.
Zark_7|Que con toda esta basura de dictadura caribeña esta banda tenga casi un 30 por ciento de intención de voto demuestra que la sociedad española está enferma.
analva|Tipeja asquerosidad está tipeja con el control de la seguridad de mi país Está impresentable que ha echo con los votos de correos? Está sin vergüenza puede controlas al servicio secreto y a un cerdo amparar? Cuánto han robado extorsionador y las votaciones fueron legales Por Dios Europa estáis con los corruptos Ahí tenéis a dos imputadas. Europaaaaaaaaa traidora España está invadida de ilegales por eso calláis? Nos los comemos solitos? Justicia !!!!!!!!
Colectivo|Leire Diez, maketa, chula, falofilica, medradora, amenazante,poco agraciada física e intelectualmente, pelota, amiga del dinero, y una vergüenza de mujer y de hija.
ADELE_|@Sealord #186 Cerrar Ya está por aquí el Fresita, ahora se llama Adele, cuando se la meten le duele. Todavía no ha encontrado a su padre. Pero cómo consiente usted esto? @ADELE_ #157 Cerrar @ Sealord # 130 Bueno, tú sí has encontrado el tuyo: actúa todas las noches en una sala de fiestas bajo el nombre de "La Julandra". ¿Es muy masculino? Pues hombre, no. Está claro que de tal palo, tal astilla.
ADELE_|@Sealord #189 Cerrar @ ADELE_ # 157 La fontanera del PSOE, el Fresita, buscando a su padre, a ver quién de los 2.000 socialistas se la tiró cuando limpiaba los WC de Ferraz. @Sealord #186 Cerrar Ya está por aquí el Fresita, ahora se llama Adele, cuando se la meten le duele. Todavía no ha encontrado a su padre. Sealord, la prueba fehaciente de que muchos votantes de Vox son hijos de homosexuals. Por qué serán tan homófobos? Es raro.
EduardPrim|Habremos de esperar unos días para ver donde la colocan, eso sí, con un buen sueldo. Seguramente la veremos muy pronto en la TVE en la familia de la tele.
Lipglosmulticolor_|Cuando las convicciones del socialismo PSOE sanchista, anticorrupción y Democracia del sanchismo, a ser las cloacas de la corrupción institutonacionalizada, del bulo del fango y del desprestigio de las instituciones que controlan , hasta el acoso y amenaza, a los jueces, GC, oposición y prensa.
Un_anonimo_desde_Asia|Es tan evidente que miente...
AdPS|@AmadoGranell #212 Cerrar @ chilper463274_24 # 199 En una democracia parlamentaria gana aquel que logra articular una mayoría para formar Gobierno, no la lista más votada. Ergo, no es el partido más apoyado por la ciudadanía, sino quien mejor ha podido "negociar" el encabezar un gobierno de "consenso" (las comillas son ironía, por aclarar) ... pues vale, pero no se puede olvidar que no ha sido apoyado por los votantes ni tampoco pensar que lo está mejorando. Sin embargo estamos gobernando para las minorías y nos mantenemos por supervivencia utilizando todos y cada uno de los recursos del estado a su disposición para intentar salir lo más ileso posible de las consecuencias de sus lamentables actos, pues perfecto oiga.
grandilocuente|Una persona que hace golfadas es una gol...
AdPS|@ADELE_ #157 Cerrar @ Sealord # 130 Bueno, tú sí has encontrado el tuyo: actúa todas las noches en una sala de fiestas bajo el nombre de "La Julandra". ¿Es muy masculino? Pues hombre, no. Y ahora homófoba ... te está quedando hoy el día muy productivo hija
Guderian|@Stopfascismo #154 Cerrar Pero q se supone ha hecho esta señora y cual se supone es la corrupción sanchista?. Por cierto como va el tema judicial de las residencias de Madrid?... No leo noticias por aquí. Y ya ha dado Ayuso explicaciones de quien ha pagado el aticazo en el q vive?.. Cuando Sánchez explique como es posible que una tía con el bachiller pelao acabe montando una cátedra en una universidad pública y "mediando" en un rescate millonario de una aerolínea.
Lipglosmulticolor_|Todos los del PSOE sanchista, recurren a lo de sus" propias convicciones " o lo que es lo mismo, la mentira y al servicio de la máquina de las cloacas, de bulos y fango desde Ferraz hasta Moncloa.
maqqabi|De los creadores de "No pactaré con Bildu" y "La amnistía es inconstitucional" llega la gran producción: "Yo no le arreglo las cañerías al Presidente". El problema, señora Díez, es que el PSOE ha mentido tanto en estos siete años que, aunque fuera verdad (que no lo parece), no se lo creen ya ni los bots que vienen aquí a desviar la atención.
lombroso|Tiene la mentira en la cara
Icaral|No se lo ceee ni ella
AmadoGranell|@chilper463274_24 #199 Cerrar @ ADELE_ # 152 Feijoo ganó las últimas elecciones, dirás que las vuelva a ganar de nuevo y le den los números con VOX(al que todas las encuestas le auguran subidas a pesar de tus ridículos intentos desesperados por desprestigiarlo). En una democracia parlamentaria gana aquel que logra articular una mayoría para formar Gobierno, no la lista más votada.
radimov|Ha bueno si lo niega debe ser que todo lo que he visto y escuchado es mentira.
ADELE_|@Noticiero #205 Cerrar Hay que empezar desde cero, una nueva Constitución y un nuevo sistema electoral que impida que los enemigos de España puedan llegar al Gobierno y al Parlamento y destruirnos desde dentro. La Constitución de las Autonomías nos está disolviendo, hay que reaccionar. Buena idea la de empezar de cero. El PP ya la está poniendo en práctica en algunas comunidades, como Valencia.
macalafell|Claro que sí guapi, una persona que no ha escrito en su vida ni un artículo de 3 líneas, va a escribir un libro. No sé lo cree nadie. Es la matona del PSOE y los otros dos lo mismo
tienesrazon|@jrafael #180 Cerrar Alguna vez los socialistas responden a las preguntas que se les formulan, nunca responden, siempre se van por los cerros de Úbeda. Tienes toda la razón, habría que legislar para obligar a los políticos a responder sobre lo que les preguntan y si no sanción, pero sanciones muy duras, primero económicas, después administrativas y finalmente penales si reincidían. Que mientan lo que quieran, pero si les preguntan por manzanas responden por las manzanas, si por peras responden por las peras. Y éso tanto en el Congreso ante los diputados como en las ruedas de prensa en el Congreso ante los periodistas. Ya está bien de la falta de respeto a todos los españoles, porque es a todos, que somos los que escuchamos y tenemos derecho a saber, no es solo a periodistas y diputados.
veteatomar|Los pagos que esta fontanera ofrecía , a cambio de tirar de la manta, no eran ni íntimos ni siquiera de tipo personal. Ofrecía,por ejemplo, un cargo en la Dirección General de la Guardia Civil.¿ Puede ofrecer eso una mujer que actúa a título personal?
marcameron|@40554 #191 Cerrar Leire. Denunciame, tienes una cara de rata que no puedes con ella. Nos has estado robando tu sueldo para nada del nuestro que nos hace falta Y quitandole el puesto en las empresas que Sánchez la puso a dedo a chavales que se rompen a estudiar una carrera.
Noticiero|Hay que empezar desde cero, una nueva Constitución y un nuevo sistema electoral que impida que los enemigos de España puedan llegar al Gobierno y al Parlamento y destruirnos desde dentro. La Constitución de las Autonomías nos está disolviendo, hay que reaccionar.
valenciano543|Hasta que la gente no empiece a encararse con todos estos sinvergüenzas, y a plantarles cara en las agrupaciones locales y comarcales, el PSOE no caerá.
marcameron|Yo a esta señora le daría toda la credibilidad del mundo si hubiera abierto la posibilidad de responder preguntas de los periodistas. Porque entonces habría aclarado todo. Leer un pasquin y ya, resulta hilarante.
Ciertamente_circunspecto|@Colectivo #198 Cerrar Pues se lleva la neska, 9500 euros mensuales de sueldo extra, aportados por el PSOE, hasta que sea readmitida en 14 meses. No incluye Ud. en sus cálculos la millonada que le va a pagar el PSOE por comprar su silencio y complicidad.
Noticiero|Si después de haber llegado hasta aquí, hasta este fango progresista, no nos damos cuenta de que el sistema del 78, de las autonomías, está fallido, caducado, es que no tenemos ojos para ver.
AdPS|@DerechonaFracasada #58 Cerrar @ tienesrazon # 7 Bochorno es ser obrero y votar a PP o VOX. No dan una a derechas....jooo ¿Has preguntado a alguien con ese perfil el motivo que tenga para ello? ¿O ya sabes también lo que piensa la gente a nivel particular? Cuéntanos para ilustrarnos, porque yo no entiendo tampoco que por ser obrero se deba someter al estricto mandamiento.
